,,,,,,,,,,x,x,,,,,,,,,,,
DATE,STATION,,GUN NO.,Voltage_actual,Voltage_Prog,Current_actual,Current_prog,Weld_time_actual,Weld_time_Prog,Heat Generated Actual,Heat Generated Prog,Energy_actual,,Energy_Prog,Heat_actual,Heat_prog,Resistance_actual,Resistance_prog,Phase_actual,Phase_prog,Derived heat,Derived Energy
22.12.2022,ECA-40,RH02,D1-MG-885,1.78,3,8.57,9,560,1000,8542.576,27000,8658.283,1%,10000,15246.06,10000,192,300,34.41,100,22033.47,15254.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.61,3,8.95,9,679,1000,9784.0505,27000,9891.984,1%,10000,14412.08,10000,175,300,33.41,100,24030.75,14409.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.76,3,8.61,9,560,1000,8486.016,27000,8606.815,1%,10000,15153.6,10000,188,300,34.65,100,22239.63,15153.6
22.12.2022,ECA-40,RH02,D1-MG-885,2.11,3,8.03,9,800,1000,13554.64,27000,13982.21,3%,10000,16933.38,10000,255,300,37.51,100,19344.27,16943.3
22.12.2022,ECA-40,RH02,D1-MG-885,1.93,3,8.07,9,800,1000,12460.08,27000,12864.72,3%,10000,15571.05,10000,235,300,35.47,100,19537.47,15575.1
22.12.2022,ECA-40,RH02,D1-MG-885,1.88,3,8.05,9,800,1000,12107.2,27000,12523.11,3%,10000,15131.37,10000,225,300,35.28,100,19440.75,15134
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.17,9,800,1000,12745.2,27000,13180.63,3%,10000,15938.91,10000,234,300,36.02,100,20024.67,15931.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.93,3,8.13,9,800,1000,12552.72,27000,12963.22,3%,10000,15687.81,10000,231,300,35.76,100,19829.07,15690.9
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.05,9,800,1000,12558,27000,12982.13,3%,10000,15704.91,10000,239,300,35.91,100,19440.75,15697.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.06,9,800,1000,12573.6,27000,13021.4,3%,10000,15711.34,10000,240,300,35.8,100,19489.08,15717
22.12.2022,ECA-40,RH02,D1-MG-885,2.03,3,8.07,9,838,1000,13728.1998,27000,14213.25,3%,10000,16379.26,10000,258,300,36.93,100,19537.47,16382.1
22.12.2022,ECA-40,RH02,D1-MG-885,1.8,3,8.77,9,624,1000,9850.464,27000,9919.216,1%,10000,15780.24,10000,191,300,35.38,100,23073.87,15786
22.12.2022,ECA-40,RH02,D1-MG-885,1.58,3,8.96,9,560,1000,7927.808,27000,8061.87,2%,10000,14164.07,10000,168,300,33.28,100,24084.48,14156.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.8,3,8.73,9,560,1000,8799.84,27000,8889.028,1%,10000,15714.72,10000,189,300,35.63,100,22863.87,15714
22.12.2022,ECA-40,RH02,D1-MG-885,2.08,3,8.05,9,800,1000,13395.2,27000,13841.28,3%,10000,16737.97,10000,254,300,37.65,100,19440.75,16744
22.12.2022,ECA-40,RH02,D1-MG-885,1.91,3,8.2,9,800,1000,12529.6,27000,12903.68,3%,10000,15654.55,10000,228,300,35.91,100,20172,15662
22.12.2022,ECA-40,RH02,D1-MG-885,1.91,3,8.07,9,800,1000,12330.96,27000,12761.43,3%,10000,15414.46,10000,228,300,35.91,100,19537.47,15413.7
22.12.2022,ECA-40,RH02,D1-MG-885,1.96,3,8.07,9,800,1000,12653.76,27000,13101.03,3%,10000,15817.59,10000,241,300,36.37,100,19537.47,15817.2
22.12.2022,ECA-40,RH02,D1-MG-885,1.9,3,8.05,9,800,1000,12236,27000,12679.21,3%,10000,15291.01,10000,228,300,35.25,100,19440.75,15295
22.12.2022,ECA-40,RH02,D1-MG-885,1.86,3,8.04,9,800,1000,11963.52,27000,12374.54,3%,10000,14946.22,10000,221,300,34.77,100,19392.48,14954.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.9,3,8.18,9,800,1000,12433.6,27000,12894.17,4%,10000,15540.1,10000,228,300,35.6,100,20073.72,15542
22.12.2022,ECA-40,RH02,D1-MG-885,2.04,3,8.04,9,800,1000,13121.28,27000,13587.52,3%,10000,16403.64,10000,250,300,36.99,100,19392.48,16401.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.62,3,8.86,9,682,1000,9788.8824,27000,9877.589,1%,10000,14350.28,10000,177,300,33.48,100,23549.88,14353.2
22.12.2022,ECA-40,RH02,D1-MG-885,1.77,3,8.56,9,654,1000,9908.8848,27000,10019.96,1%,10000,15155.8,10000,194,300,34.65,100,21982.08,15151.2
22.12.2022,ECA-40,RH02,D1-MG-885,1.79,3,8.63,9,630,1000,9732.051,27000,9842.209,1%,10000,15454.14,10000,197,300,34.72,100,22343.07,15447.7
22.12.2022,ECA-40,RH02,D1-MG-885,2.08,3,8.04,9,800,1000,13378.56,27000,13815.2,3%,10000,16715.3,10000,250,300,37.35,100,19392.48,16723.2
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.05,9,800,1000,12558,27000,12966.18,3%,10000,15699.84,10000,233,300,35.82,100,19440.75,15697.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.87,3,8.03,9,800,1000,12012.88,27000,12440.53,3%,10000,15010.68,10000,232,300,34.92,100,19344.27,15016.1
22.12.2022,ECA-40,RH02,D1-MG-885,1.91,3,8.07,9,800,1000,12330.96,27000,12759.8,3%,10000,15412.94,10000,234,300,35.47,100,19537.47,15413.7
22.12.2022,ECA-40,RH02,D1-MG-885,1.19,3,9.78,9,560,1000,6517.392,27000,6659.783,2%,10000,11642.84,10000,122,300,29.83,100,28694.52,11638.2
22.12.2022,ECA-40,RH02,D1-MG-885,1.16,3,9.79,9,560,1000,6359.584,27000,6535.56,3%,10000,11354.08,10000,120,300,30.23,100,28753.23,11356.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.07,9,800,1000,12589.2,27000,12995.49,3%,10000,15742.16,10000,233,300,35.93,100,19537.47,15736.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.91,3,8.1,9,800,1000,12376.8,27000,12839.62,4%,10000,15476.54,10000,233,300,35.67,100,19683,15471
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.06,9,800,1000,12573.6,27000,12994.99,3%,10000,15719.14,10000,239,300,36.12,100,19489.08,15717
22.12.2022,ECA-40,RH02,D1-MG-885,2.08,3,8.08,9,800,1000,13445.12,27000,13895.87,3%,10000,16813.26,10000,251,300,37.33,100,19585.92,16806.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.8,3,8.55,9,560,1000,8618.4,27000,8723.653,1%,10000,15384.06,10000,194,300,35.17,100,21930.75,15390
22.12.2022,ECA-40,RH02,D1-MG-885,1.7,3,9.51,9,560,1000,9053.52,27000,9167.234,1%,10000,16175.16,10000,169,300,35.48,100,27132.03,16167
22.12.2022,ECA-40,RH02,D1-MG-885,1.87,3,8.92,9,560,1000,9341.024,27000,9437.991,1%,10000,16685.26,10000,193,300,36.76,100,23869.92,16680.4
22.12.2022,ECA-40,RH02,D1-MG-885,2.08,3,8.01,9,800,1000,13328.64,27000,13770.59,3%,10000,16662.26,10000,253,300,37.72,100,19248.03,16660.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.93,3,8.06,9,800,1000,12444.64,27000,12884.33,3%,10000,15547.12,10000,235,300,36.17,100,19489.08,15555.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.05,9,800,1000,12558,27000,12953.7,3%,10000,15693.99,10000,237,300,36.19,100,19440.75,15697.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.17,9,800,1000,12679.84,27000,13055.67,3%,10000,15842.82,10000,231,300,36.15,100,20024.67,15849.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.05,9,800,1000,12558,27000,12983.92,3%,10000,15699.06,10000,238,300,36.13,100,19440.75,15697.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.05,9,800,1000,12493.6,27000,12971.17,4%,10000,15625.92,10000,238,300,36.2,100,19440.75,15617
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.06,9,800,1000,12509.12,27000,12939.24,3%,10000,15633.68,10000,237,300,36,100,19489.08,15636.4
22.12.2022,ECA-40,RH02,D1-MG-885,2.03,3,8.02,9,800,1000,13024.48,27000,13456.36,3%,10000,16275.32,10000,248,300,36.95,100,19296.12,16280.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.8,3,8.65,9,560,1000,8719.2,27000,8835.604,1%,10000,15568.56,10000,192,300,35.34,100,22446.75,15570
22.12.2022,ECA-40,RH02,D1-MG-885,1.56,3,8.87,9,705,1000,9755.226,27000,9861.19,1%,10000,13833.92,10000,170,300,32.79,100,23603.07,13837.2
22.12.2022,ECA-40,RH02,D1-MG-885,1.85,3,8.65,9,560,1000,8961.4,27000,9088.505,1%,10000,16008.05,10000,201,300,35.82,100,22446.75,16002.5
22.12.2022,ECA-40,RH02,D1-MG-885,2.08,3,8.04,9,800,1000,13378.56,27000,13810.72,3%,10000,16724.03,10000,249,300,37.46,100,19392.48,16723.2
22.12.2022,ECA-40,RH02,D1-MG-885,1.99,3,8.26,9,663,1000,10897.9962,27000,11013.8,1%,10000,16428.45,10000,227,300,36.86,100,20468.28,16437.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.92,3,8.09,9,800,1000,12426.24,27000,12809.36,3%,10000,15535.1,10000,228,300,35.75,100,19634.43,15532.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.05,9,800,1000,12558,27000,12944.99,3%,10000,15695.55,10000,234,300,36.06,100,19440.75,15697.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.05,9,800,1000,12493.6,27000,12920.81,3%,10000,15623.01,10000,237,300,36.08,100,19440.75,15617
22.12.2022,ECA-40,RH02,D1-MG-885,1.87,3,8.04,9,800,1000,12027.84,27000,12451.6,3%,10000,15025.82,10000,223,300,35.13,100,19392.48,15034.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.88,3,8.03,9,800,1000,12077.12,27000,12469.5,3%,10000,15095.08,10000,225,300,35.29,100,19344.27,15096.4
22.12.2022,ECA-40,RH02,D1-MG-885,2.08,3,8.06,9,838,1000,14048.9024,27000,14493.91,3%,10000,16764.38,10000,257,300,37.58,100,19489.08,16764.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.79,3,8.8,9,625,1000,9845,27000,9923.119,1%,10000,15755.58,10000,191,300,35.43,100,23232,15752
22.12.2022,ECA-40,RH02,D1-MG-885,1.62,3,8.98,9,672,1000,9775.9872,27000,9900.213,1%,10000,14545.33,10000,175,300,33.83,100,24192.12,14547.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.77,3,8.99,9,560,1000,8910.888,27000,9008.688,1%,10000,15906.81,10000,181,300,35.31,100,24246.03,15912.3
22.12.2022,ECA-40,RH02,D1-MG-885,2.08,3,8.06,9,800,1000,13411.84,27000,13911.51,4%,10000,16767.3,10000,262,300,37.41,100,19489.08,16764.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.91,3,8.11,9,800,1000,12392.08,27000,12775.21,3%,10000,15484.75,10000,228,300,35.49,100,19731.63,15490.1
22.12.2022,ECA-40,RH02,D1-MG-885,1.96,3,8.18,9,800,1000,12826.24,27000,13194.87,3%,10000,16025.16,10000,231,300,36.34,100,20073.72,16032.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.91,3,8.07,9,800,1000,12330.96,27000,12766.96,3%,10000,15412.94,10000,231,300,35.49,100,19537.47,15413.7
22.12.2022,ECA-40,RH02,D1-MG-885,1.98,3,8.37,9,652,1000,10805.3352,27000,10923.72,1%,10000,16567.06,10000,224,300,37.18,100,21017.07,16572.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.05,9,800,1000,12493.6,27000,12920.2,3%,10000,15622.43,10000,236,300,36.19,100,19440.75,15617
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.07,9,800,1000,12524.64,27000,12972.79,3%,10000,15651.92,10000,239,300,35.89,100,19537.47,15655.8
22.12.2022,ECA-40,RH02,D1-MG-885,2.08,3,8.09,9,858,1000,14437.7376,27000,14920.36,3%,10000,16819.92,10000,262,300,37.59,100,19634.43,16827.2
22.12.2022,ECA-40,RH02,D1-MG-885,1.81,3,8.79,9,560,1000,8909.544,27000,9012.678,1%,10000,15905.92,10000,191,300,35.75,100,23179.23,15909.9
22.12.2022,ECA-40,RH02,D1-MG-885,1.63,3,9.38,9,560,1000,8562.064,27000,8705.984,2%,10000,15295.76,10000,166,300,34.87,100,26395.32,15289.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.84,3,8.72,9,610,1000,9787.328,27000,9923.93,1%,10000,16050.69,10000,201,300,35.93,100,22811.52,16044.8
22.12.2022,ECA-40,RH02,D1-MG-885,2.11,3,8.05,9,800,1000,13588.4,27000,14016.92,3%,10000,16990.78,10000,257,300,37.97,100,19440.75,16985.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.92,3,8.14,9,800,1000,12503.04,27000,12910.65,3%,10000,15621.89,10000,228,300,36.17,100,19877.88,15628.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.9,3,8.04,9,800,1000,12220.8,27000,12601.92,3%,10000,15283.79,10000,233,300,35.38,100,19392.48,15276
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.04,9,800,1000,12542.4,27000,12940.8,3%,10000,15686.58,10000,233,300,35.92,100,19392.48,15678
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.05,9,800,1000,12558,27000,12983.34,3%,10000,15699.25,10000,238,300,35.98,100,19440.75,15697.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.92,3,8.06,9,800,1000,12380.16,27000,12806.79,3%,10000,15478.46,10000,235,300,35.94,100,19489.08,15475.2
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.06,9,800,1000,12573.6,27000,12989.05,3%,10000,15714.86,10000,238,300,36.23,100,19489.08,15717
22.12.2022,ECA-40,RH02,D1-MG-885,2.12,3,8.31,9,800,1000,14093.76,27000,14557.58,3%,10000,17623.77,10000,249,300,38.74,100,20716.83,17617.2
22.12.2022,ECA-40,RH02,D1-MG-885,1.84,3,8.99,9,610,1000,10090.376,27000,10206.5,1%,10000,16545.1,10000,192,300,36.64,100,24246.03,16541.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.56,3,8.68,9,718,1000,9722.2944,27000,9837.737,1%,10000,13542.83,10000,174,300,32.92,100,22602.72,13540.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.83,3,8.65,9,560,1000,8864.52,27000,8959.491,1%,10000,15833.53,10000,195,300,35.91,100,22446.75,15829.5
