,,,,,,,,,,x,x,,,,,,,,,,,
DATE,STATION,,GUN NO.,Voltage_actual,Voltage_Prog,Current_actual,Current_prog,Weld_time_actual,Weld_time_Prog,Heat Generated Actual,Heat Generated Prog,Energy_actual,,Energy_Prog,Heat_actual,Heat_prog,Resistance_actual,Resistance_prog,Phase_actual,Phase_prog,Derived heat,Derived Energy
22.12.2022,ECA-40,RH02,D1-MG-885,2.06,3,8.16,9,800,1000,13447.68,27000,13919.73,3%,10000,16813.93,10000,245,300,38.45,100,19975.68,16809.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.77,3,8.78,9,560,1000,8702.736,27000,8785.25,1%,10000,15538.83,10000,186,300,35.63,100,23126.52,15540.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.63,3,9.18,9,560,1000,8379.504,27000,8482.609,1%,10000,14956.07,10000,168,300,34.78,100,25281.72,14963.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.74,3,8.9,9,560,1000,8672.16,27000,8751.557,1%,10000,15480.26,10000,182,300,35.76,100,23763,15486
22.12.2022,ECA-40,RH02,D1-MG-885,2.05,3,8.04,9,800,1000,13185.6,27000,13608.36,3%,10000,16472.37,10000,248,300,37.79,100,19392.48,16482
22.12.2022,ECA-40,RH02,D1-MG-885,1.9,3,8.07,9,800,1000,12266.4,27000,12642.03,3%,10000,15328.82,10000,226,300,35.95,100,19537.47,15333
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.05,9,800,1000,12558,27000,12960.55,3%,10000,15700.23,10000,235,300,36.51,100,19440.75,15697.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.93,3,8.03,9,800,1000,12398.32,27000,12791.45,3%,10000,15494.23,10000,230,300,36.37,100,19344.27,15497.9
22.12.2022,ECA-40,RH02,D1-MG-885,1.93,3,8.08,9,800,1000,12475.52,27000,12882.28,3%,10000,15598.84,10000,232,300,36.56,100,19585.92,15594.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.87,3,8.03,9,800,1000,12012.88,27000,12420.88,3%,10000,15009.18,10000,223,300,35.96,100,19344.27,15016.1
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.2,9,800,1000,12792,27000,13202.6,3%,10000,15984.93,10000,235,300,37.21,100,20172,15990
22.12.2022,ECA-40,RH02,D1-MG-885,2.04,3,8.09,9,800,1000,13202.88,27000,13638.51,3%,10000,16506.86,10000,244,300,38.01,100,19634.43,16503.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.77,3,8.61,9,560,1000,8534.232,27000,8636.664,1%,10000,15244.66,10000,188,300,35.64,100,22239.63,15239.7
22.12.2022,ECA-40,RH02,D1-MG-885,1.56,3,8.93,9,699,1000,9737.6292,27000,9836.979,1%,10000,13936.73,10000,169,300,33.61,100,23923.47,13930.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.86,3,8.9,9,560,1000,9270.24,27000,9378.775,1%,10000,16552.51,10000,193,300,37.46,100,23763,16554
22.12.2022,ECA-40,RH02,D1-MG-885,2.04,3,8.05,9,800,1000,13137.6,27000,13559.93,3%,10000,16427.92,10000,247,300,38.05,100,19440.75,16422
22.12.2022,ECA-40,RH02,D1-MG-885,1.92,3,8.03,9,800,1000,12334.08,27000,12744.13,3%,10000,15418.18,10000,231,300,36.38,100,19344.27,15417.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.87,3,8.06,9,800,1000,12057.76,27000,12430.83,3%,10000,15064.91,10000,233,300,35.88,100,19489.08,15072.2
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.09,9,800,1000,12620.4,27000,13067.55,3%,10000,15768.67,10000,238,300,36.95,100,19634.43,15775.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.16,3,9.79,9,560,1000,6359.584,27000,6535.471,3%,10000,11355.01,10000,120,300,30.88,100,28753.23,11356.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.19,3,9.79,9,560,1000,6524.056,27000,6703.325,3%,10000,11645.7,10000,123,300,31,100,28753.23,11650.1
22.12.2022,ECA-40,RH02,D1-MG-885,1.93,3,8.05,9,800,1000,12429.2,27000,12831.09,3%,10000,15527.62,10000,234,300,36.68,100,19440.75,15536.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.05,9,800,1000,12558,27000,12983.73,3%,10000,15695.55,10000,239,300,36.91,100,19440.75,15697.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.9,3,8.05,9,800,1000,12236,27000,12637.48,3%,10000,15285.88,10000,230,300,36.27,100,19440.75,15295
22.12.2022,ECA-40,RH02,D1-MG-885,1.99,3,8.07,9,806,1000,12943.7958,27000,13435.77,4%,10000,16068.45,10000,251,300,37.52,100,19537.47,16059.3
22.12.2022,ECA-40,RH02,D1-MG-885,1.8,3,8.85,9,560,1000,8920.8,27000,9017.977,1%,10000,15926.04,10000,188,300,36.46,100,23496.75,15930
22.12.2022,ECA-40,RH02,D1-MG-885,1.56,3,8.67,9,718,1000,9711.0936,27000,9848.626,1%,10000,13520.05,10000,175,300,33.46,100,22550.67,13525.2
22.12.2022,ECA-40,RH02,D1-MG-885,1.7,3,8.69,9,660,1000,9750.18,27000,9843.68,1%,10000,14778.1,10000,183,300,35.25,100,22654.83,14773
22.12.2022,ECA-40,RH02,D1-MG-885,2.06,3,8.11,9,800,1000,13365.28,27000,13824.78,3%,10000,16699.18,10000,246,300,38.68,100,19731.63,16706.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.89,3,8.04,9,800,1000,12156.48,27000,12561.42,3%,10000,15190.88,10000,229,300,36.33,100,19392.48,15195.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.99,3,8.36,9,635,1000,10564.114,27000,10679.34,1%,10000,16645.36,10000,223,300,37.95,100,20966.88,16636.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.97,3,8.04,9,800,1000,12671.04,27000,13076.85,3%,10000,15841.56,10000,241,300,37.35,100,19392.48,15838.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.2,3,9.79,9,560,1000,6578.88,27000,6748.436,3%,10000,11742.96,10000,124,300,30.99,100,28753.23,11748
22.12.2022,ECA-40,RH02,D1-MG-885,1.84,3,8.11,9,800,1000,11937.92,27000,12325.9,3%,10000,14930.86,10000,221,300,36.19,100,19731.63,14922.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.06,9,800,1000,12573.6,27000,12995.16,3%,10000,15709.59,10000,239,300,37.25,100,19489.08,15717
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.18,9,800,1000,12760.8,27000,13207.18,3%,10000,15957.63,10000,235,300,37.26,100,20073.72,15951
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.28,9,800,1000,12916.8,27000,13324.83,3%,10000,16147.56,10000,228,300,37.56,100,20567.52,16146
22.12.2022,ECA-40,RH02,D1-MG-885,1.74,3,8.68,9,645,1000,9741.564,27000,9852.784,1%,10000,15095.2,10000,191,300,35.92,100,22602.72,15103.2
22.12.2022,ECA-40,RH02,D1-MG-885,1.55,3,8.7,9,720,1000,9709.2,27000,9839.134,1%,10000,13479.88,10000,172,300,33.71,100,22707,13485
22.12.2022,ECA-40,RH02,D1-MG-885,1.8,3,8.62,9,627,1000,9728.532,27000,9811.417,1%,10000,15516.54,10000,198,300,36.57,100,22291.32,15516
22.12.2022,ECA-40,RH02,D1-MG-885,2.05,3,8.05,9,800,1000,13202,27000,13618.33,3%,10000,16493.69,10000,248,300,38.33,100,19440.75,16502.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.88,3,8.05,9,800,1000,12107.2,27000,12519.43,3%,10000,15127.8,10000,227,300,36.34,100,19440.75,15134
22.12.2022,ECA-40,RH02,D1-MG-885,1.9,3,8.04,9,800,1000,12220.8,27000,12634.64,3%,10000,15281.89,10000,228,300,36.36,100,19392.48,15276
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.05,9,800,1000,12558,27000,12970.03,3%,10000,15696.53,10000,236,300,37.07,100,19440.75,15697.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.22,3,9.78,9,560,1000,6681.696,27000,6827.534,2%,10000,11937.58,10000,125,300,31.33,100,28694.52,11931.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.83,3,8.04,9,800,1000,11770.56,27000,12185.77,3%,10000,14714.12,10000,218,300,35.89,100,19392.48,14713.2
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.06,9,800,1000,12573.6,27000,13008.57,3%,10000,15721.68,10000,240,300,37.18,100,19489.08,15717
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.06,9,800,1000,12509.12,27000,12976.63,4%,10000,15633.1,10000,239,300,37.05,100,19489.08,15636.4
22.12.2022,ECA-40,RH02,D1-MG-885,2.04,3,8.16,9,800,1000,13317.12,27000,13744.28,3%,10000,16655.17,10000,243,300,38.34,100,19975.68,16646.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.73,3,8.71,9,560,1000,8438.248,27000,8530.939,1%,10000,15070.72,10000,182,300,35.5,100,22759.23,15068.3
22.12.2022,ECA-40,RH02,D1-MG-885,1.62,3,9.36,9,560,1000,8491.392,27000,8630.456,2%,10000,15160.61,10000,165,300,35.47,100,26282.88,15163.2
22.12.2022,ECA-40,RH02,D1-MG-885,1.82,3,8.7,9,621,1000,9832.914,27000,9917.151,1%,10000,15830.36,10000,197,300,36.49,100,22707,15834
22.12.2022,ECA-40,RH02,D1-MG-885,2.03,3,8.02,9,800,1000,13024.48,27000,13462.78,3%,10000,16279.58,10000,251,300,38.13,100,19296.12,16280.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.87,3,8.06,9,800,1000,12057.76,27000,12496.45,4%,10000,15078.18,10000,226,300,36.21,100,19489.08,15072.2
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.06,9,800,1000,12509.12,27000,12944.87,3%,10000,15641.25,10000,236,300,36.87,100,19489.08,15636.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.93,3,8.06,9,800,1000,12444.64,27000,12835.26,3%,10000,15561.98,10000,234,300,36.91,100,19489.08,15555.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.08,9,800,1000,12540.16,27000,12996.71,4%,10000,15674.42,10000,236,300,37.25,100,19585.92,15675.2
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.07,9,800,1000,12524.64,27000,12970.17,3%,10000,15650.95,10000,238,300,37.13,100,19537.47,15655.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.05,9,800,1000,12558,27000,13005.85,3%,10000,15702.18,10000,238,300,36.97,100,19440.75,15697.5
22.12.2022,ECA-40,RH02,D1-MG-885,2.04,3,8.02,9,800,1000,13088.64,27000,13564.02,4%,10000,16357.54,10000,245,300,38.19,100,19296.12,16360.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.81,3,8.63,9,560,1000,8747.368,27000,8863.104,1%,10000,15625.55,10000,196,300,36.71,100,22343.07,15620.3
22.12.2022,ECA-40,RH02,D1-MG-885,1.6,3,9.07,9,560,1000,8126.72,27000,8250.994,2%,10000,14504.48,10000,169,300,35.05,100,24679.47,14512
22.12.2022,ECA-40,RH02,D1-MG-885,1.83,3,8.7,9,560,1000,8915.76,27000,9001.644,1%,10000,15923.01,10000,194,300,36.59,100,22707,15921
22.12.2022,ECA-40,RH02,D1-MG-885,2.04,3,8.04,9,800,1000,13121.28,27000,13562.23,3%,10000,16400.38,10000,247,300,38.05,100,19392.48,16401.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.9,3,8.08,9,800,1000,12281.6,27000,12720.19,3%,10000,15348.39,10000,227,300,36.42,100,19585.92,15352
22.12.2022,ECA-40,RH02,D1-MG-885,1.9,3,8.08,9,800,1000,12281.6,27000,12671.99,3%,10000,15343.07,10000,226,300,36.59,100,19585.92,15352
22.12.2022,ECA-40,RH02,D1-MG-885,1.96,3,8.05,9,800,1000,12622.4,27000,13083.68,4%,10000,15781.14,10000,238,300,37.5,100,19440.75,15778
22.12.2022,ECA-40,RH02,D1-MG-885,1.91,3,8.03,9,800,1000,12269.84,27000,12711.23,3%,10000,15345.7,10000,228,300,36.89,100,19344.27,15337.3
22.12.2022,ECA-40,RH02,D1-MG-885,1.9,3,8.19,9,800,1000,12448.8,27000,12896.29,3%,10000,15567.46,10000,228,300,37,100,20122.83,15561
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.06,9,800,1000,12509.12,27000,12961.18,3%,10000,15644.94,10000,238,300,37.2,100,19489.08,15636.4
22.12.2022,ECA-40,RH02,D1-MG-885,2.06,3,8.03,9,800,1000,13233.44,27000,13688.68,3%,10000,16536.24,10000,249,300,38.53,100,19344.27,16541.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.77,3,8.7,9,635,1000,9778.365,27000,9842.618,1%,10000,15395.11,10000,190,300,36.4,100,22707,15399
22.12.2022,ECA-40,RH02,D1-MG-885,1.54,3,8.82,9,715,1000,9711.702,27000,9809.295,1%,10000,13578.49,10000,169,300,33.83,100,23337.72,13582.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.82,3,8.85,9,560,1000,9019.92,27000,9111.471,1%,10000,16103.54,10000,189,300,36.68,100,23496.75,16107
22.12.2022,ECA-40,RH02,D1-MG-885,2.1,3,8.02,9,800,1000,13473.6,27000,13896.59,3%,10000,16839.06,10000,252,300,38.83,100,19296.12,16842
22.12.2022,ECA-40,RH02,D1-MG-885,1.92,3,8.11,9,800,1000,12456.96,27000,12828.73,3%,10000,15570.24,10000,228,300,36.81,100,19731.63,15571.2
22.12.2022,ECA-40,RH02,D1-MG-885,1.93,3,8.05,9,800,1000,12429.2,27000,12868.3,3%,10000,15534.18,10000,236,300,36.93,100,19440.75,15536.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.05,9,800,1000,12493.6,27000,12925.48,3%,10000,15621.27,10000,233,300,36.86,100,19440.75,15617
22.12.2022,ECA-40,RH02,D1-MG-885,1.96,3,8.04,9,800,1000,12606.72,27000,13020.85,3%,10000,15763.89,10000,239,300,37.33,100,19392.48,15758.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.85,3,8.03,9,800,1000,11884.4,27000,12271.46,3%,10000,14862.16,10000,221,300,36.07,100,19344.27,14855.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.06,9,800,1000,12573.6,27000,12995.44,3%,10000,15712.91,10000,239,300,37.27,100,19489.08,15717
22.12.2022,ECA-40,RH02,D1-MG-885,1.96,3,8.05,9,800,1000,12622.4,27000,13059.26,3%,10000,15783.49,10000,243,300,37.33,100,19440.75,15778
22.12.2022,ECA-40,RH02,D1-MG-885,1.82,3,8.94,9,560,1000,9111.648,27000,9240.742,1%,10000,16277.53,10000,188,300,37.27,100,23977.08,16270.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.68,3,9.77,9,610,1000,10012.296,27000,10150.19,1%,10000,16421.5,10000,164,300,37.25,100,28635.87,16413.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.85,3,8.66,9,560,1000,8971.76,27000,9084.311,1%,10000,16029.33,10000,199,300,37.53,100,22498.68,16021
22.12.2022,ECA-40,RH02,D1-MG-885,2.06,3,8.08,9,800,1000,13315.84,27000,13744.47,3%,10000,16639.44,10000,248,300,38.68,100,19585.92,16644.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.87,3,8.06,9,800,1000,12057.76,27000,12473.87,3%,10000,15069.96,10000,224,300,36.49,100,19489.08,15072.2
22.12.2022,ECA-40,RH02,D1-MG-885,1.92,3,8.02,9,800,1000,12318.72,27000,12703.83,3%,10000,15397.63,10000,230,300,36.89,100,19296.12,15398.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.02,9,800,1000,12447.04,27000,12873.19,3%,10000,15549.49,10000,234,300,37.06,100,19296.12,15558.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.92,3,8.12,9,800,1000,12472.32,27000,12919.03,3%,10000,15589.44,10000,232,300,37.05,100,19780.32,15590.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.86,3,8.06,9,800,1000,11993.28,27000,12440.33,4%,10000,14995.13,10000,234,300,36.65,100,19489.08,14991.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.92,3,8.05,9,800,1000,12364.8,27000,12818.12,4%,10000,15455.23,10000,235,300,37.5,100,19440.75,15456
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.07,9,800,1000,12524.64,27000,12947.52,3%,10000,15646.49,10000,239,300,37.7,100,19537.47,15655.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.81,3,8.64,9,560,1000,8757.504,27000,8872.542,1%,10000,15639.49,10000,194,300,36.93,100,22394.88,15638.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.59,3,8.83,9,693,1000,9729.5121,27000,9861.674,1%,10000,14040.18,10000,175,300,34.56,100,23390.67,14039.7
22.12.2022,ECA-40,RH02,D1-MG-885,1.75,3,8.96,9,560,1000,8780.8,27000,8876.756,1%,10000,15687.17,10000,181,300,36.75,100,24084.48,15680
22.12.2022,ECA-40,RH02,D1-MG-885,2.08,3,8.1,9,800,1000,13478.4,27000,13944.3,3%,10000,16841.34,10000,247,300,39.16,100,19683,16848
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.04,9,800,1000,12478.08,27000,12922.69,3%,10000,15603.23,10000,236,300,37.26,100,19392.48,15597.6
22.12.2022,ECA-40,RH02,D1-MG-885,2,3,8.4,9,652,1000,10953.6,27000,11067.34,1%,10000,16793.4,10000,225,300,38.77,100,21168,16800
22.12.2022,ECA-40,RH02,D1-MG-885,1.92,3,8.02,9,800,1000,12318.72,27000,12714.38,3%,10000,15396.86,10000,230,300,36.93,100,19296.12,15398.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.07,9,800,1000,12524.64,27000,12947.84,3%,10000,15649.59,10000,236,300,37.07,100,19537.47,15655.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.06,9,800,1000,12573.6,27000,13019.26,3%,10000,15709.79,10000,240,300,37.19,100,19489.08,15717
22.12.2022,ECA-40,RH02,D1-MG-885,1.91,3,8.09,9,800,1000,12361.52,27000,12783.58,3%,10000,15449.8,10000,233,300,36.76,100,19634.43,15451.9
22.12.2022,ECA-40,RH02,D1-MG-885,1.97,3,8.07,9,800,1000,12718.32,27000,13169.87,3%,10000,15889.82,10000,246,300,37.59,100,19537.47,15897.9
22.12.2022,ECA-40,RH02,D1-MG-885,1.75,3,8.42,9,560,1000,8251.6,27000,8339.557,1%,10000,14730.63,10000,191,300,35.28,100,21268.92,14735
22.12.2022,ECA-40,RH02,D1-MG-885,1.59,3,8.84,9,694,1000,9754.5864,27000,9863.891,1%,10000,14051.47,10000,175,300,34.02,100,23443.68,14055.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.86,3,8.94,9,560,1000,9311.904,27000,9426.564,1%,10000,16635.84,10000,192,300,37.43,100,23977.08,16628.4
22.12.2022,ECA-40,RH02,D1-MG-885,2.06,3,8.07,9,800,1000,13299.36,27000,13714.4,3%,10000,16632.03,10000,246,300,38.11,100,19537.47,16624.2
22.12.2022,ECA-40,RH02,D1-MG-885,1.98,3,8.22,9,663,1000,10790.7228,27000,10928.86,1%,10000,16282.93,10000,226,300,37.64,100,20270.52,16275.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.93,3,8.03,9,800,1000,12398.32,27000,12818.89,3%,10000,15491.92,10000,233,300,36.64,100,19344.27,15497.9
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.03,9,800,1000,12526.8,27000,12922.68,3%,10000,15658.5,10000,235,300,36.78,100,19344.27,15658.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.07,9,800,1000,12524.64,27000,12935.17,3%,10000,15664.14,10000,235,300,36.88,100,19537.47,15655.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.92,3,8.08,9,800,1000,12410.88,27000,12853.56,3%,10000,15504.38,10000,236,300,37.16,100,19585.92,15513.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.9,3,8.1,9,800,1000,12312,27000,12741.62,3%,10000,15381.83,10000,233,300,37.22,100,19683,15390
22.12.2022,ECA-40,RH02,D1-MG-885,1.99,3,8.12,9,800,1000,12927.04,27000,13367.55,3%,10000,16162.98,10000,239,300,37.96,100,19780.32,16158.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.77,3,8.38,9,560,1000,8306.256,27000,8413.932,1%,10000,14839.86,10000,194,300,35.77,100,21067.32,14832.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.57,3,8.83,9,703,1000,9745.7593,27000,9862.263,1%,10000,13859.65,10000,172,300,34.4,100,23390.67,13863.1
22.12.2022,ECA-40,RH02,D1-MG-885,1.86,3,8.87,9,560,1000,9238.992,27000,9341.843,1%,10000,16494.67,10000,194,300,37.75,100,23603.07,16498.2
22.12.2022,ECA-40,RH02,D1-MG-885,2.04,3,8.08,9,800,1000,13186.56,27000,13603.9,3%,10000,16480.34,10000,247,300,38.41,100,19585.92,16483.2
22.12.2022,ECA-40,RH02,D1-MG-885,1.93,3,8.04,9,800,1000,12413.76,27000,12851.57,3%,10000,15523.18,10000,233,300,37.19,100,19392.48,15517.2
22.12.2022,ECA-40,RH02,D1-MG-885,2,3,8.37,9,652,1000,10914.48,27000,11011.57,1%,10000,16742.4,10000,224,300,38.11,100,21017.07,16740
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.03,9,800,1000,12526.8,27000,12929.54,3%,10000,15658.89,10000,235,300,37.05,100,19344.27,15658.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.92,3,8.03,9,800,1000,12334.08,27000,12742.65,3%,10000,15417.41,10000,230,300,37.05,100,19344.27,15417.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.05,9,800,1000,12558,27000,12980.84,3%,10000,15698.08,10000,238,300,37.33,100,19440.75,15697.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.96,3,8.05,9,800,1000,12622.4,27000,13074.87,3%,10000,15776.82,10000,241,300,37.64,100,19440.75,15778
22.12.2022,ECA-40,RH02,D1-MG-885,1.96,3,8.07,9,800,1000,12653.76,27000,13123.25,4%,10000,15810.34,10000,243,300,37.52,100,19537.47,15817.2
22.12.2022,ECA-40,RH02,D1-MG-885,1.86,3,9.08,9,610,1000,10302.168,27000,10403.35,1%,10000,16896.05,10000,191,300,38.03,100,24733.92,16888.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.64,3,9.32,9,560,1000,8559.488,27000,8678.43,1%,10000,15290.7,10000,168,300,35.91,100,26058.72,15284.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.79,3,8.7,9,560,1000,8720.88,27000,8875.638,2%,10000,15569.24,10000,190,300,36.59,100,22707,15573
22.12.2022,ECA-40,RH02,D1-MG-885,2.13,3,8.13,9,800,1000,13853.52,27000,14313.25,3%,10000,17311.79,10000,256,300,39.63,100,19829.07,17316.9
22.12.2022,ECA-40,RH02,D1-MG-885,1.97,3,8.53,9,800,1000,13443.28,27000,13826.66,3%,10000,16807.84,10000,220,300,38.07,100,21828.27,16804.1
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.1,9,800,1000,12571.2,27000,13021.89,3%,10000,15713.42,10000,235,300,37.08,100,19683,15714
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.04,9,800,1000,12478.08,27000,12915.07,3%,10000,15596.24,10000,232,300,37,100,19392.48,15597.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.93,3,8.06,9,800,1000,12444.64,27000,12885.61,3%,10000,15555.61,10000,235,300,36.87,100,19489.08,15555.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.96,3,8.06,9,800,1000,12638.08,27000,13101.14,4%,10000,15796.62,10000,240,300,37.4,100,19489.08,15797.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.07,9,800,1000,12589.2,27000,13015.87,3%,10000,15734.94,10000,238,300,37.06,100,19537.47,15736.5
22.12.2022,ECA-40,RH02,D1-MG-885,2.07,3,8.04,9,800,1000,13314.24,27000,13752.25,3%,10000,16635.14,10000,249,300,38.54,100,19392.48,16642.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.81,3,8.89,9,612,1000,9847.6308,27000,9947.692,1%,10000,16089.45,10000,190,300,36.82,100,23709.63,16090.9
22.12.2022,ECA-40,RH02,D1-MG-885,1.65,3,9.75,9,615,1000,9893.8125,27000,10005.53,1%,10000,16088.82,10000,163,300,36.64,100,28518.75,16087.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.85,3,8.8,9,560,1000,9116.8,27000,9207.327,1%,10000,16275.75,10000,195,300,37.13,100,23232,16280
22.12.2022,ECA-40,RH02,D1-MG-885,2.09,3,8.14,9,816,1000,13882.2816,27000,14320.18,3%,10000,17013.44,10000,253,300,39.03,100,19877.88,17012.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.08,9,800,1000,12540.16,27000,12978.4,3%,10000,15666.86,10000,238,300,37.26,100,19585.92,15675.2
22.12.2022,ECA-40,RH02,D1-MG-885,1.89,3,8.04,9,800,1000,12156.48,27000,12577.13,3%,10000,15191.63,10000,225,300,36.64,100,19392.48,15195.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.23,9,800,1000,12838.8,27000,13254.04,3%,10000,16044.99,10000,229,300,37.63,100,20319.87,16048.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.92,3,8.09,9,800,1000,12426.24,27000,12894.25,4%,10000,15528.19,10000,233,300,37.08,100,19634.43,15532.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.91,3,8.04,9,800,1000,12285.12,27000,12695.29,3%,10000,15361.17,10000,230,300,36.71,100,19392.48,15356.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.86,3,8.06,9,800,1000,11993.28,27000,12427.91,3%,10000,14998.85,10000,232,300,36.21,100,19489.08,14991.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.97,3,8.14,9,800,1000,12828.64,27000,13268.16,3%,10000,16042.3,10000,245,300,37.86,100,19877.88,16035.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.79,3,8.91,9,560,1000,8931.384,27000,9031.524,1%,10000,15941.74,10000,185,300,37.32,100,23816.43,15948.9
22.12.2022,ECA-40,RH02,D1-MG-885,1.65,3,9.45,9,560,1000,8731.8,27000,8863.698,1%,10000,15591.67,10000,165,300,36.42,100,26790.75,15592.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.86,3,8.95,9,560,1000,9322.32,27000,9415.448,1%,10000,16641.79,10000,193,300,37.76,100,24030.75,16647
22.12.2022,ECA-40,RH02,D1-MG-885,2.05,3,8.03,9,800,1000,13169.2,27000,13584.96,3%,10000,16466.01,10000,249,300,38.43,100,19344.27,16461.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.93,3,8.04,9,800,1000,12413.76,27000,12867.3,4%,10000,15521.06,10000,236,300,36.99,100,19392.48,15517.2
22.12.2022,ECA-40,RH02,D1-MG-885,1.93,3,8.05,9,800,1000,12429.2,27000,12828.91,3%,10000,15543.25,10000,232,300,36.91,100,19440.75,15536.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.05,9,800,1000,12558,27000,12997.07,3%,10000,15700.04,10000,237,300,37.26,100,19440.75,15697.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.22,3,9.78,9,560,1000,6681.696,27000,6856.709,3%,10000,11936.36,10000,126,300,31.62,100,28694.52,11931.6
